escalation_id,alert_id,analyst_id,required,escalated_at,escalation_target,incident_id,status
ESC-0932,ALT-003658,ANL-010,Yes,2026-06-25 01:27:00,Tier-2 CSIRT,INC-2026933,Escalated
ESC-0933,ALT-003659,ANL-016,Discretionary,2026-07-04 07:46:00,Lead Analyst,INC-2026934,Escalated
ESC-0934,ALT-003661,ANL-008,Discretionary,2026-08-11 05:14:00,Lead Analyst,INC-2026935,Escalated
ESC-0935,ALT-003663,ANL-004,Discretionary,2026-07-28 08:10:00,Lead Analyst,INC-2026936,Escalated
ESC-0936,ALT-003667,ANL-014,Discretionary,2026-07-12 23:17:00,Lead Analyst,INC-2026937,Escalated
ESC-0937,ALT-003669,ANL-022,Discretionary,2026-08-02 15:45:00,Lead Analyst,INC-2026938,Escalated
ESC-0938,ALT-003683,ANL-009,Yes,2026-08-15 14:02:00,Tier-2 CSIRT,INC-2026939,Escalated
ESC-0939,ALT-003686,ANL-015,Yes,2026-08-22 17:07:00,Tier-2 CSIRT,INC-2026940,Escalated
ESC-0940,ALT-003688,ANL-014,Discretionary,2026-08-15 19:26:00,Lead Analyst,INC-2026941,Escalated
ESC-0941,ALT-003691,ANL-003,Yes,2026-08-17 11:01:00,Tier-2 CSIRT,INC-2026942,Escalated
ESC-0942,ALT-003693,ANL-013,Discretionary,2026-07-26 01:15:00,Lead Analyst,INC-2026943,Escalated
ESC-0943,ALT-003697,ANL-013,Yes,2026-06-23 00:33:00,Tier-2 CSIRT,INC-2026944,Escalated
ESC-0944,ALT-003699,ANL-003,Discretionary,2026-07-20 09:07:00,Lead Analyst,INC-2026945,Escalated
ESC-0945,ALT-003707,ANL-008,Yes,2026-06-18 19:35:00,Tier-2 CSIRT,INC-2026946,Escalated
ESC-0946,ALT-003709,ANL-018,Discretionary,2026-08-12 20:56:00,Lead Analyst,INC-2026947,Escalated
ESC-0947,ALT-003715,ANL-017,Discretionary,2026-08-23 02:06:00,Lead Analyst,INC-2026948,Escalated
ESC-0948,ALT-003728,ANL-017,Yes,2026-08-09 08:31:00,Tier-2 CSIRT,INC-2026949,Escalated
ESC-0949,ALT-003729,ANL-002,Discretionary,2026-09-03 01:58:00,Lead Analyst,INC-2026950,Escalated
ESC-0950,ALT-003731,ANL-004,Yes,2026-08-16 20:25:00,Tier-2 CSIRT,INC-2026951,Escalated
ESC-0951,ALT-003737,ANL-001,Discretionary,2026-07-18 14:42:00,Lead Analyst,INC-2026952,Escalated
ESC-0952,ALT-003739,ANL-003,Discretionary,2026-06-14 00:03:00,Lead Analyst,INC-2026953,Escalated
ESC-0953,ALT-003744,ANL-005,Yes,2026-08-13 04:14:00,Tier-2 CSIRT,INC-2026954,Escalated
ESC-0954,ALT-003746,ANL-021,Yes,2026-09-01 20:46:00,Tier-2 CSIRT,INC-2026955,Escalated
ESC-0955,ALT-003747,ANL-011,Discretionary,2026-08-13 02:41:00,Lead Analyst,INC-2026956,Escalated
ESC-0956,ALT-003751,ANL-013,Yes,2026-08-15 09:53:00,Tier-2 CSIRT,INC-2026957,Escalated
ESC-0957,ALT-003753,ANL-010,Discretionary,2026-07-09 14:18:00,Lead Analyst,INC-2026958,Escalated
ESC-0958,ALT-003754,ANL-003,Discretionary,2026-07-10 10:15:00,Lead Analyst,INC-2026959,Escalated
ESC-0959,ALT-003758,ANL-006,Discretionary,2026-06-13 08:41:00,Lead Analyst,INC-2026960,Escalated
ESC-0960,ALT-003759,ANL-016,Yes,2026-07-14 05:09:00,Tier-2 CSIRT,INC-2026961,Escalated
ESC-0961,ALT-003760,ANL-007,Discretionary,2026-07-28 03:02:00,Lead Analyst,INC-2026962,Escalated
ESC-0962,ALT-003764,ANL-004,Discretionary,2026-07-02 18:27:00,Lead Analyst,INC-2026963,Escalated
ESC-0963,ALT-003779,ANL-013,Yes,2026-08-21 23:21:00,Tier-2 CSIRT,INC-2026964,Escalated
ESC-0964,ALT-003784,ANL-017,Discretionary,2026-07-04 11:40:00,Lead Analyst,INC-2026965,Escalated
ESC-0965,ALT-003786,ANL-008,Yes,2026-08-03 11:33:00,Tier-2 CSIRT,INC-2026966,Escalated
ESC-0966,ALT-003789,ANL-021,Discretionary,2026-07-12 04:36:00,Lead Analyst,INC-2026967,Escalated
ESC-0967,ALT-003790,ANL-017,Discretionary,2026-06-14 18:38:00,Lead Analyst,INC-2026968,Escalated
ESC-0968,ALT-003795,ANL-018,Discretionary,2026-06-18 17:15:00,Lead Analyst,INC-2026969,Escalated
ESC-0969,ALT-003797,ANL-015,Yes,2026-08-24 00:04:00,Tier-2 CSIRT,INC-2026970,Escalated
ESC-0970,ALT-003812,ANL-036,Yes,2026-06-13 12:16:00,Tier-2 CSIRT,INC-2026971,Escalated
ESC-0971,ALT-003819,ANL-040,Yes,2026-06-17 14:18:00,Tier-2 CSIRT,INC-2026972,Escalated
ESC-0972,ALT-003826,ANL-024,Yes,2026-08-06 13:56:00,Tier-2 CSIRT,INC-2026973,Escalated
ESC-0973,ALT-003833,ANL-040,Yes,2026-09-10 08:53:00,Tier-2 CSIRT,INC-2026974,Escalated
ESC-0974,ALT-003837,ANL-036,Yes,2026-08-17 02:49:00,Tier-2 CSIRT,INC-2026975,Escalated
ESC-0975,ALT-003874,ANL-037,Yes,2026-06-28 14:05:00,Tier-2 CSIRT,INC-2026976,Escalated
ESC-0976,ALT-003884,ANL-037,Yes,2026-09-08 11:28:00,Tier-2 CSIRT,INC-2026977,Escalated
ESC-0977,ALT-003885,ANL-040,Yes,2026-08-28 09:36:00,Tier-2 CSIRT,INC-2026978,Escalated
ESC-0978,ALT-003895,ANL-027,Yes,2026-07-31 20:36:00,Tier-2 CSIRT,INC-2026979,Escalated
ESC-0979,ALT-003897,ANL-035,Yes,2026-08-08 22:50:00,Tier-2 CSIRT,INC-2026980,Escalated
ESC-0980,ALT-003899,ANL-027,Yes,2026-09-01 16:43:00,Tier-2 CSIRT,INC-2026981,Escalated
ESC-0981,ALT-003903,ANL-026,Yes,2026-08-04 11:37:00,Tier-2 CSIRT,INC-2026982,Escalated
ESC-0982,ALT-003905,ANL-037,Yes,2026-06-13 18:20:00,Tier-2 CSIRT,INC-2026983,Escalated
ESC-0983,ALT-003911,ANL-036,Yes,2026-06-14 01:46:00,Tier-2 CSIRT,INC-2026984,Escalated
ESC-0984,ALT-003934,ANL-031,Yes,2026-06-20 00:20:00,Tier-2 CSIRT,INC-2026985,Escalated
ESC-0985,ALT-003936,ANL-026,Yes,2026-06-30 10:22:00,Tier-2 CSIRT,INC-2026986,Escalated
ESC-0986,ALT-003940,ANL-031,Yes,2026-07-08 20:01:00,Tier-2 CSIRT,INC-2026987,Escalated
ESC-0987,ALT-003950,ANL-030,Yes,2026-06-19 22:41:00,Tier-2 CSIRT,INC-2026988,Escalated
ESC-0988,ALT-003955,ANL-023,Yes,2026-08-20 14:18:00,Tier-2 CSIRT,INC-2026989,Escalated
ESC-0989,ALT-003961,ANL-030,Yes,2026-07-31 17:38:00,Tier-2 CSIRT,INC-2026990,Escalated
ESC-0990,ALT-003963,ANL-033,Yes,2026-07-02 22:29:00,Tier-2 CSIRT,INC-2026991,Escalated
ESC-0991,ALT-003964,ANL-028,Yes,2026-06-21 20:30:00,Tier-2 CSIRT,INC-2026992,Escalated
ESC-0992,ALT-003967,ANL-037,Yes,2026-08-15 11:35:00,Tier-2 CSIRT,INC-2026993,Escalated
ESC-0993,ALT-003974,ANL-027,Yes,2026-07-29 18:41:00,Tier-2 CSIRT,INC-2026994,Escalated
ESC-0994,ALT-003998,ANL-033,Yes,2026-07-15 05:30:00,Tier-2 CSIRT,INC-2026995,Escalated
ESC-0995,ALT-004001,ANL-031,Yes,2026-07-22 22:03:00,Tier-2 CSIRT,INC-2026996,Escalated
ESC-0996,ALT-004003,ANL-027,Yes,2026-08-03 13:04:00,Tier-2 CSIRT,INC-2026997,Escalated
ESC-0997,ALT-004015,ANL-024,Yes,2026-06-16 20:53:00,Tier-2 CSIRT,INC-2026998,Escalated
ESC-0998,ALT-004026,ANL-040,Yes,2026-07-05 16:01:00,Tier-2 CSIRT,INC-2026999,Escalated
ESC-0999,ALT-004039,ANL-039,Yes,2026-08-21 02:30:00,Tier-2 CSIRT,INC-2027000,Escalated
ESC-1000,ALT-004043,ANL-038,Yes,2026-07-20 10:27:00,Tier-2 CSIRT,INC-2027001,Escalated
ESC-1001,ALT-004050,ANL-030,Yes,2026-08-31 20:37:00,Tier-2 CSIRT,INC-2027002,Escalated
ESC-1002,ALT-004058,ANL-035,Yes,2026-07-27 02:03:00,Tier-2 CSIRT,INC-2027003,Escalated
ESC-1003,ALT-004073,ANL-029,Yes,2026-08-28 08:04:00,Tier-2 CSIRT,INC-2027004,Escalated
ESC-1004,ALT-004077,ANL-032,Yes,2026-07-14 04:22:00,Tier-2 CSIRT,INC-2027005,Escalated
ESC-1005,ALT-004079,ANL-027,Yes,2026-09-07 00:20:00,Tier-2 CSIRT,INC-2027006,Escalated
ESC-1006,ALT-004088,ANL-026,Yes,2026-07-04 13:08:00,Tier-2 CSIRT,INC-2027007,Escalated
ESC-1007,ALT-004098,ANL-039,Yes,2026-08-12 19:36:00,Tier-2 CSIRT,INC-2027008,Escalated
ESC-1008,ALT-004104,ANL-033,Yes,2026-09-06 18:16:00,Tier-2 CSIRT,INC-2027009,Escalated
ESC-1009,ALT-004105,ANL-037,Yes,2026-07-28 16:31:00,Tier-2 CSIRT,INC-2027010,Escalated
ESC-1010,ALT-004106,ANL-030,Yes,2026-08-24 22:36:00,Tier-2 CSIRT,INC-2027011,Escalated
ESC-1011,ALT-004108,ANL-023,Yes,2026-06-22 15:22:00,Tier-2 CSIRT,INC-2027012,Escalated
ESC-1012,ALT-004123,ANL-033,Yes,2026-06-19 04:45:00,Tier-2 CSIRT,INC-2027013,Escalated
ESC-1013,ALT-004142,ANL-024,Yes,2026-07-29 07:28:00,Tier-2 CSIRT,INC-2027014,Escalated
ESC-1014,ALT-004149,ANL-028,Yes,2026-08-11 16:37:00,Tier-2 CSIRT,INC-2027015,Escalated
ESC-1015,ALT-004155,ANL-028,Yes,2026-07-25 01:47:00,Tier-2 CSIRT,INC-2027016,Escalated
ESC-1016,ALT-004167,ANL-034,Yes,2026-07-23 01:17:00,Tier-2 CSIRT,INC-2027017,Escalated
ESC-1017,ALT-004174,ANL-028,Yes,2026-06-22 23:32:00,Tier-2 CSIRT,INC-2027018,Escalated
ESC-1018,ALT-004179,ANL-023,Yes,2026-06-28 06:49:00,Tier-2 CSIRT,INC-2027019,Escalated
ESC-1019,ALT-004180,ANL-039,Yes,2026-08-13 15:08:00,Tier-2 CSIRT,INC-2027020,Escalated
ESC-1020,ALT-004195,ANL-032,Yes,2026-07-23 05:18:00,Tier-2 CSIRT,INC-2027021,Escalated
ESC-1021,ALT-004211,ANL-026,Yes,2026-06-12 09:53:00,Tier-2 CSIRT,INC-2027022,Escalated
ESC-1022,ALT-004212,ANL-024,Yes,2026-08-13 06:19:00,Tier-2 CSIRT,INC-2027023,Escalated
ESC-1023,ALT-004221,ANL-033,Yes,2026-09-02 05:20:00,Tier-2 CSIRT,INC-2027024,Escalated
ESC-1024,ALT-004230,ANL-024,Yes,2026-07-05 07:24:00,Tier-2 CSIRT,INC-2027025,Escalated
ESC-1025,ALT-004231,ANL-038,Yes,2026-07-17 23:26:00,Tier-2 CSIRT,INC-2027026,Escalated
ESC-1026,ALT-004238,ANL-035,Yes,2026-06-13 02:58:00,Tier-2 CSIRT,INC-2027027,Escalated
ESC-1027,ALT-004244,ANL-033,Yes,2026-08-31 19:08:00,Tier-2 CSIRT,INC-2027028,Escalated
ESC-1028,ALT-004250,ANL-039,Yes,2026-07-11 00:13:00,Tier-2 CSIRT,INC-2027029,Escalated
ESC-1029,ALT-004256,ANL-031,Yes,2026-08-11 19:25:00,Tier-2 CSIRT,INC-2027030,Escalated
ESC-1030,ALT-004274,ANL-026,Yes,2026-07-26 05:56:00,Tier-2 CSIRT,INC-2027031,Escalated
ESC-1031,ALT-004279,ANL-030,Yes,2026-07-29 07:11:00,Tier-2 CSIRT,INC-2027032,Escalated
ESC-1032,ALT-004283,ANL-028,Yes,2026-07-03 06:25:00,Tier-2 CSIRT,INC-2027033,Escalated
ESC-1033,ALT-004285,ANL-029,Yes,2026-07-04 02:57:00,Tier-2 CSIRT,INC-2027034,Escalated
ESC-1034,ALT-004290,ANL-039,Yes,2026-07-18 06:14:00,Tier-2 CSIRT,INC-2027035,Escalated
ESC-1035,ALT-004292,ANL-036,Yes,2026-08-14 02:30:00,Tier-2 CSIRT,INC-2027036,Escalated
ESC-1036,ALT-004294,ANL-026,Yes,2026-08-13 19:41:00,Tier-2 CSIRT,INC-2027037,Escalated
ESC-1037,ALT-004305,ANL-037,Yes,2026-07-25 20:12:00,Tier-2 CSIRT,INC-2027038,Escalated
ESC-1038,ALT-004311,ANL-030,Yes,2026-07-26 23:41:00,Tier-2 CSIRT,INC-2027039,Escalated
ESC-1039,ALT-004320,ANL-025,Yes,2026-08-31 15:36:00,Tier-2 CSIRT,INC-2027040,Escalated
ESC-1040,ALT-004321,ANL-037,Yes,2026-06-13 19:46:00,Tier-2 CSIRT,INC-2027041,Escalated
ESC-1041,ALT-004327,ANL-028,Yes,2026-08-05 06:36:00,Tier-2 CSIRT,INC-2027042,Escalated
ESC-1042,ALT-004345,ANL-025,Yes,2026-09-02 13:24:00,Tier-2 CSIRT,INC-2027043,Escalated
ESC-1043,ALT-004350,ANL-036,Yes,2026-06-25 17:36:00,Tier-2 CSIRT,INC-2027044,Escalated
ESC-1044,ALT-004362,ANL-030,Yes,2026-07-03 13:49:00,Tier-2 CSIRT,INC-2027045,Escalated
ESC-1045,ALT-004368,ANL-035,Yes,2026-07-22 17:42:00,Tier-2 CSIRT,INC-2027046,Escalated
ESC-1046,ALT-004388,ANL-036,Yes,2026-08-14 11:30:00,Tier-2 CSIRT,INC-2027047,Escalated
ESC-1047,ALT-004390,ANL-039,Yes,2026-07-30 16:53:00,Tier-2 CSIRT,INC-2027048,Escalated
ESC-1048,ALT-004400,ANL-032,Yes,2026-06-21 09:50:00,Tier-2 CSIRT,INC-2027049,Escalated
ESC-1049,ALT-004410,ANL-032,Yes,2026-08-15 15:35:00,Tier-2 CSIRT,INC-2027050,Escalated
ESC-1050,ALT-004413,ANL-031,Yes,2026-06-19 14:49:00,Tier-2 CSIRT,INC-2027051,Escalated
ESC-1051,ALT-004415,ANL-032,Yes,2026-07-10 02:28:00,Tier-2 CSIRT,INC-2027052,Escalated
ESC-1052,ALT-004421,ANL-025,Yes,2026-07-03 07:42:00,Tier-2 CSIRT,INC-2027053,Escalated
ESC-1053,ALT-004426,ANL-034,Yes,2026-09-05 21:05:00,Tier-2 CSIRT,INC-2027054,Escalated
ESC-1054,ALT-004427,ANL-029,Yes,2026-08-06 16:36:00,Tier-2 CSIRT,INC-2027055,Escalated
ESC-1055,ALT-004443,ANL-024,Yes,2026-07-21 04:32:00,Tier-2 CSIRT,INC-2027056,Escalated
ESC-1056,ALT-004449,ANL-023,Yes,2026-08-04 19:09:00,Tier-2 CSIRT,INC-2027057,Escalated
ESC-1057,ALT-004457,ANL-029,Yes,2026-08-15 02:55:00,Tier-2 CSIRT,INC-2027058,Escalated
ESC-1058,ALT-004462,ANL-024,Yes,2026-08-12 21:29:00,Tier-2 CSIRT,INC-2027059,Escalated
ESC-1059,ALT-004470,ANL-034,Yes,2026-08-10 22:07:00,Tier-2 CSIRT,INC-2027060,Escalated
ESC-1060,ALT-004503,ANL-024,Yes,2026-06-20 10:55:00,Tier-2 CSIRT,INC-2027061,Escalated
ESC-1061,ALT-004514,ANL-033,Yes,2026-07-27 00:36:00,Tier-2 CSIRT,INC-2027062,Escalated
ESC-1062,ALT-004516,ANL-030,Yes,2026-07-31 04:35:00,Tier-2 CSIRT,INC-2027063,Escalated
ESC-1063,ALT-004517,ANL-027,Yes,2026-08-23 01:16:00,Tier-2 CSIRT,INC-2027064,Escalated
ESC-1064,ALT-004526,ANL-025,Yes,2026-07-14 11:25:00,Tier-2 CSIRT,INC-2027065,Escalated
ESC-1065,ALT-004534,ANL-035,Yes,2026-07-18 14:17:00,Tier-2 CSIRT,INC-2027066,Escalated
ESC-1066,ALT-004547,ANL-030,Yes,2026-08-05 15:46:00,Tier-2 CSIRT,INC-2027067,Escalated
ESC-1067,ALT-004556,ANL-029,Yes,2026-08-17 11:55:00,Tier-2 CSIRT,INC-2027068,Escalated
ESC-1068,ALT-004570,ANL-038,Yes,2026-06-30 09:13:00,Tier-2 CSIRT,INC-2027069,Escalated
ESC-1069,ALT-004579,ANL-032,Yes,2026-07-15 18:46:00,Tier-2 CSIRT,INC-2027070,Escalated
ESC-1070,ALT-004584,ANL-032,Yes,2026-08-14 01:51:00,Tier-2 CSIRT,INC-2027071,Escalated
ESC-1071,ALT-004593,ANL-030,Yes,2026-06-16 00:16:00,Tier-2 CSIRT,INC-2027072,Escalated
ESC-1072,ALT-004614,ANL-028,Yes,2026-09-01 10:25:00,Tier-2 CSIRT,INC-2027073,Escalated
ESC-1073,ALT-004628,ANL-024,Yes,2026-07-05 00:10:00,Tier-2 CSIRT,INC-2027074,Escalated
ESC-1074,ALT-004643,ANL-030,Yes,2026-08-10 09:32:00,Tier-2 CSIRT,INC-2027075,Escalated
ESC-1075,ALT-004646,ANL-034,Yes,2026-08-30 08:18:00,Tier-2 CSIRT,INC-2027076,Escalated
ESC-1076,ALT-004649,ANL-024,Yes,2026-06-22 13:36:00,Tier-2 CSIRT,INC-2027077,Escalated
ESC-1077,ALT-004660,ANL-038,Yes,2026-09-03 17:29:00,Tier-2 CSIRT,INC-2027078,Escalated
ESC-1078,ALT-004665,ANL-028,Yes,2026-08-28 06:13:00,Tier-2 CSIRT,INC-2027079,Escalated
ESC-1079,ALT-004669,ANL-027,Yes,2026-09-01 03:40:00,Tier-2 CSIRT,INC-2027080,Escalated
ESC-1080,ALT-004689,ANL-033,Yes,2026-06-20 11:52:00,Tier-2 CSIRT,INC-2027081,Escalated
ESC-1081,ALT-004690,ANL-031,Yes,2026-07-15 05:01:00,Tier-2 CSIRT,INC-2027082,Escalated
ESC-1082,ALT-004693,ANL-035,Yes,2026-09-03 11:58:00,Tier-2 CSIRT,INC-2027083,Escalated
ESC-1083,ALT-004695,ANL-034,Yes,2026-06-16 02:28:00,Tier-2 CSIRT,INC-2027084,Escalated
ESC-1084,ALT-004713,ANL-036,Yes,2026-08-28 16:08:00,Tier-2 CSIRT,INC-2027085,Escalated
ESC-1085,ALT-004715,ANL-036,Yes,2026-09-06 20:20:00,Tier-2 CSIRT,INC-2027086,Escalated
ESC-1086,ALT-004716,ANL-038,Yes,2026-07-30 14:06:00,Tier-2 CSIRT,INC-2027087,Escalated
ESC-1087,ALT-004718,ANL-039,Yes,2026-07-18 04:37:00,Tier-2 CSIRT,INC-2027088,Escalated
ESC-1088,ALT-004726,ANL-023,Yes,2026-09-01 16:03:00,Tier-2 CSIRT,INC-2027089,Escalated
ESC-1089,ALT-004732,ANL-031,Yes,2026-07-17 19:44:00,Tier-2 CSIRT,INC-2027090,Escalated
ESC-1090,ALT-004736,ANL-030,Yes,2026-06-15 06:55:00,Tier-2 CSIRT,INC-2027091,Escalated
ESC-1091,ALT-004746,ANL-038,Yes,2026-08-09 10:46:00,Tier-2 CSIRT,INC-2027092,Escalated
ESC-1092,ALT-004753,ANL-039,Yes,2026-07-05 03:17:00,Tier-2 CSIRT,INC-2027093,Escalated
ESC-1093,ALT-004756,ANL-028,Yes,2026-08-05 02:36:00,Tier-2 CSIRT,INC-2027094,Escalated
ESC-1094,ALT-004758,ANL-038,Yes,2026-09-01 04:07:00,Tier-2 CSIRT,INC-2027095,Escalated
ESC-1095,ALT-004759,ANL-028,Yes,2026-07-09 23:09:00,Tier-2 CSIRT,INC-2027096,Escalated
ESC-1096,ALT-004760,ANL-024,Yes,2026-07-30 06:22:00,Tier-2 CSIRT,INC-2027097,Escalated
ESC-1097,ALT-004761,ANL-039,Yes,2026-06-16 00:24:00,Tier-2 CSIRT,INC-2027098,Escalated
ESC-1098,ALT-004774,ANL-024,Yes,2026-08-17 00:24:00,Tier-2 CSIRT,INC-2027099,Escalated
ESC-1099,ALT-004775,ANL-035,Yes,2026-08-15 10:41:00,Tier-2 CSIRT,INC-2027100,Escalated
ESC-1100,ALT-004782,ANL-032,Yes,2026-08-13 06:17:00,Tier-2 CSIRT,INC-2027101,Escalated
ESC-1101,ALT-004793,ANL-039,Yes,2026-07-19 21:41:00,Tier-2 CSIRT,INC-2027102,Escalated
ESC-1102,ALT-004803,ANL-037,Yes,2026-06-23 12:17:00,Tier-2 CSIRT,INC-2027103,Escalated
ESC-1103,ALT-004806,ANL-029,Yes,2026-08-10 10:40:00,Tier-2 CSIRT,INC-2027104,Escalated
ESC-1104,ALT-004816,ANL-029,Yes,2026-08-30 00:07:00,Tier-2 CSIRT,INC-2027105,Escalated
ESC-1105,ALT-004822,ANL-029,Yes,2026-07-17 01:57:00,Tier-2 CSIRT,INC-2027106,Escalated
ESC-1106,ALT-004839,ANL-024,Yes,2026-07-05 04:58:00,Tier-2 CSIRT,INC-2027107,Escalated
ESC-1107,ALT-004841,ANL-039,Yes,2026-06-29 09:42:00,Tier-2 CSIRT,INC-2027108,Escalated
ESC-1108,ALT-004845,ANL-038,Yes,2026-07-05 22:42:00,Tier-2 CSIRT,INC-2027109,Escalated
ESC-1109,ALT-004846,ANL-029,Yes,2026-07-03 07:08:00,Tier-2 CSIRT,INC-2027110,Escalated
ESC-1110,ALT-004873,ANL-025,Yes,2026-07-08 03:22:00,Tier-2 CSIRT,INC-2027111,Escalated
ESC-1111,ALT-004874,ANL-031,Yes,2026-08-14 04:38:00,Tier-2 CSIRT,INC-2027112,Escalated
ESC-1112,ALT-004876,ANL-040,Yes,2026-06-12 16:16:00,Tier-2 CSIRT,INC-2027113,Escalated
ESC-1113,ALT-004882,ANL-037,Yes,2026-06-28 09:56:00,Tier-2 CSIRT,INC-2027114,Escalated
ESC-1114,ALT-004883,ANL-036,Yes,2026-08-18 09:45:00,Tier-2 CSIRT,INC-2027115,Escalated
ESC-1115,ALT-004891,ANL-027,Yes,2026-09-06 09:00:00,Tier-2 CSIRT,INC-2027116,Escalated
ESC-1116,ALT-004893,ANL-036,Yes,2026-07-22 17:24:00,Tier-2 CSIRT,INC-2027117,Escalated
ESC-1117,ALT-004899,ANL-023,Yes,2026-07-17 05:14:00,Tier-2 CSIRT,INC-2027118,Escalated
ESC-1118,ALT-004903,ANL-025,Yes,2026-07-04 23:31:00,Tier-2 CSIRT,INC-2027119,Escalated
ESC-1119,ALT-004928,ANL-027,Yes,2026-06-26 05:03:00,Tier-2 CSIRT,INC-2027120,Escalated
ESC-1120,ALT-004932,ANL-023,Yes,2026-06-18 07:56:00,Tier-2 CSIRT,INC-2027121,Escalated
ESC-1121,ALT-004937,ANL-035,Yes,2026-07-09 00:49:00,Tier-2 CSIRT,INC-2027122,Escalated
ESC-1122,ALT-004940,ANL-040,Yes,2026-07-27 14:52:00,Tier-2 CSIRT,INC-2027123,Escalated
ESC-1123,ALT-004959,ANL-035,Yes,2026-08-21 03:13:00,Tier-2 CSIRT,INC-2027124,Escalated
ESC-1124,ALT-004969,ANL-027,Yes,2026-09-10 09:28:00,Tier-2 CSIRT,INC-2027125,Escalated
ESC-1125,ALT-004973,ANL-027,Yes,2026-08-22 14:09:00,Tier-2 CSIRT,INC-2027126,Escalated
ESC-1126,ALT-004978,ANL-025,Yes,2026-06-25 19:17:00,Tier-2 CSIRT,INC-2027127,Escalated
ESC-1127,ALT-004985,ANL-036,Yes,2026-08-15 23:58:00,Tier-2 CSIRT,INC-2027128,Escalated
ESC-1128,ALT-004990,ANL-037,Yes,2026-07-20 01:42:00,Tier-2 CSIRT,INC-2027129,Escalated
ESC-1129,ALT-004991,ANL-038,Yes,2026-09-01 18:06:00,Tier-2 CSIRT,INC-2027130,Escalated
ESC-1130,ALT-004996,ANL-033,Yes,2026-08-03 05:53:00,Tier-2 CSIRT,INC-2027131,Escalated
ESC-1131,ALT-005004,ANL-035,Yes,2026-07-18 20:19:00,Tier-2 CSIRT,INC-2027132,Escalated
ESC-1132,ALT-005018,ANL-034,Yes,2026-08-26 20:15:00,Tier-2 CSIRT,INC-2027133,Escalated
ESC-1133,ALT-005025,ANL-033,Yes,2026-08-20 11:09:00,Tier-2 CSIRT,INC-2027134,Escalated
ESC-1134,ALT-005029,ANL-033,Yes,2026-08-20 04:11:00,Tier-2 CSIRT,INC-2027135,Escalated
ESC-1135,ALT-005031,ANL-028,Yes,2026-07-13 13:22:00,Tier-2 CSIRT,INC-2027136,Escalated
ESC-1136,ALT-005038,ANL-032,Yes,2026-07-01 08:00:00,Tier-2 CSIRT,INC-2027137,Escalated
ESC-1137,ALT-005041,ANL-031,Yes,2026-07-27 23:31:00,Tier-2 CSIRT,INC-2027138,Escalated
ESC-1138,ALT-005048,ANL-036,Yes,2026-07-12 21:33:00,Tier-2 CSIRT,INC-2027139,Escalated
ESC-1139,ALT-005056,ANL-033,Yes,2026-07-28 20:06:00,Tier-2 CSIRT,INC-2027140,Escalated
ESC-1140,ALT-005063,ANL-030,Yes,2026-08-23 06:01:00,Tier-2 CSIRT,INC-2027141,Escalated
ESC-1141,ALT-005066,ANL-031,Yes,2026-06-18 21:09:00,Tier-2 CSIRT,INC-2027142,Escalated
ESC-1142,ALT-005067,ANL-028,Yes,2026-07-21 09:38:00,Tier-2 CSIRT,INC-2027143,Escalated
ESC-1143,ALT-005073,ANL-038,Yes,2026-07-20 06:10:00,Tier-2 CSIRT,INC-2027144,Escalated
ESC-1144,ALT-005082,ANL-032,Yes,2026-08-01 22:02:00,Tier-2 CSIRT,INC-2027145,Escalated
ESC-1145,ALT-005091,ANL-024,Yes,2026-08-06 22:35:00,Tier-2 CSIRT,INC-2027146,Escalated
ESC-1146,ALT-005099,ANL-028,Yes,2026-08-19 18:29:00,Tier-2 CSIRT,INC-2027147,Escalated
ESC-1147,ALT-005123,ANL-039,Yes,2026-07-15 21:11:00,Tier-2 CSIRT,INC-2027148,Escalated
ESC-1148,ALT-005127,ANL-029,Yes,2026-09-05 14:42:00,Tier-2 CSIRT,INC-2027149,Escalated
ESC-1149,ALT-005129,ANL-027,Yes,2026-07-03 08:59:00,Tier-2 CSIRT,INC-2027150,Escalated
ESC-1150,ALT-005150,ANL-030,Yes,2026-09-06 05:16:00,Tier-2 CSIRT,INC-2027151,Escalated
ESC-1151,ALT-005172,ANL-032,Yes,2026-08-02 00:36:00,Tier-2 CSIRT,INC-2027152,Escalated
ESC-1152,ALT-005195,ANL-038,Yes,2026-08-16 09:21:00,Tier-2 CSIRT,INC-2027153,Escalated
ESC-1153,ALT-005196,ANL-032,Yes,2026-07-16 20:23:00,Tier-2 CSIRT,INC-2027154,Escalated
ESC-1154,ALT-005209,ANL-025,Yes,2026-08-23 09:01:00,Tier-2 CSIRT,INC-2027155,Escalated
ESC-1155,ALT-005224,ANL-026,Yes,2026-09-01 14:12:00,Tier-2 CSIRT,INC-2027156,Escalated
ESC-1156,ALT-005263,ANL-029,Yes,2026-09-03 20:29:00,Tier-2 CSIRT,INC-2027157,Escalated
ESC-1157,ALT-005271,ANL-029,Yes,2026-08-22 23:00:00,Tier-2 CSIRT,INC-2027158,Escalated
ESC-1158,ALT-005277,ANL-030,Yes,2026-07-22 16:54:00,Tier-2 CSIRT,INC-2027159,Escalated
ESC-1159,ALT-005288,ANL-032,Yes,2026-08-05 01:38:00,Tier-2 CSIRT,INC-2027160,Escalated
ESC-1160,ALT-005292,ANL-036,Yes,2026-07-23 02:37:00,Tier-2 CSIRT,INC-2027161,Escalated
